time ms,free,max,total
921375,55405648,954466304,56688640
922375,47951472,954466304,67633152
923375,51128120,954466304,78118912
924375,59473632,954466304,74973184
925375,48023816,954466304,71499776
926375,61705568,954466304,67239936
927375,53686712,954466304,63897600
928375,45764248,954466304,61014016
929375,45096568,954466304,58130432
930376,45139528,954466304,55771136
931376,52515544,954466304,53739520
932377,51262480,954466304,55836672
933378,51062592,954466304,78053376
934378,58614488,954466304,78512128
935378,47891040,954466304,74383360
936378,46865120,954466304,70254592
937378,50256576,954466304,66322432
938378,49850168,954466304,62717952
939378,58103008,954466304,59441152
940378,53145848,954466304,56819712
941378,46571104,954466304,54657024
942378,51552136,954466304,52756480
943378,47317288,954466304,51576832
944378,45635984,954466304,51314688
945378,45486224,954466304,52625408
946378,52963816,954466304,54198272
947378,50298640,954466304,56426496
948378,48680336,954466304,54198272
949378,46533864,954466304,52494336
950379,46866728,954466304,56557568
951379,52625264,954466304,56426496
952379,46115048,954466304,56557568
953379,49395352,954466304,54460416
954379,55301736,954466304,67829760
955379,59681808,954466304,77922304
956379,51881680,954466304,81788928
957379,65782200,954466304,77201408
958379,54022032,954466304,73334784
959379,54124648,954466304,69402624
960379,55432800,954466304,65601536
961379,55583232,954466304,62193664
962379,49306104,954466304,59310080
963379,48303768,954466304,56754176
964379,45330760,954466304,54591488
965379,49400480,954466304,54525952
966379,47805344,954466304,52756480
967379,47772520,954466304,52822016
968380,49094128,954466304,51642368
969380,46123960,954466304,50331648
970380,51439008,954466304,56098816
971380,52193440,954466304,54132736
972380,47148056,954466304,52494336
973381,53864848,954466304,56557568
974381,56646760,954466304,67764224
975394,51969912,954466304,64356352
976395,72979200,954466304,77266944
977396,66075048,954466304,73400320
978396,47387464,954466304,70123520
979396,54516216,954466304,66191360
980396,60828848,954466304,62586880
981396,57165448,954466304,60030976
982396,44859336,954466304,57737216
983396,44612512,954466304,55377920
984396,45316464,954466304,53411840
985397,44846864,954466304,52101120
986397,49034768,954466304,50790400
987397,53585592,954466304,65208320
988412,61231912,954466304,66060288
989412,53481080,954466304,63438848
990412,49317816,954466304,69861376
991412,53548848,954466304,77332480
992412,78559032,954466304,80281600
993414,79144232,954466304,87949312
994414,70237048,954466304,84934656
995414,64811624,954466304,81068032
996414,47706808,954466304,77529088
997414,62294120,954466304,72810496
998414,55309488,954466304,68878336
999414,51126656,954466304,65273856
1000414,44854552,954466304,62062592
1001414,46291096,954466304,58851328
1002414,46798856,954466304,56295424
1003415,52285440,954466304,54067200
1004415,46703256,954466304,52428800
1005415,44275448,954466304,51118080
1006415,52888440,954466304,58982400
1007415,53441296,954466304,56557568
1008415,43963552,954466304,54591488
1009415,45222128,954466304,56950784
1010415,52505240,954466304,56950784
1011415,45237072,954466304,54919168
1012415,49998728,954466304,57212928
1013415,47835776,954466304,54984704
1014415,51936176,954466304,53149696
1015415,47919288,954466304,51970048
1016415,44045520,954466304,53805056
1017415,50757344,954466304,58195968
1018415,55303504,954466304,66125824
1019415,52547344,954466304,63045632
1020416,56524808,954466304,60358656
1021416,55113800,954466304,57999360
1022416,56287040,954466304,61734912
1023416,54799472,954466304,58916864
1024416,53576504,954466304,56492032
1025416,51401696,954466304,59375616
1026416,61699536,954466304,63111168
1027416,52431720,954466304,60293120
1028416,51546744,954466304,57737216
1029416,55262456,954466304,57868288
1030416,46645952,954466304,55705600
1031416,48085136,954466304,53739520
1032416,54836568,954466304,58261504
1033416,64331464,954466304,65798144
1034416,54224440,954466304,62849024
1035416,58219312,954466304,59834368
1036416,52557280,954466304,57344000
1037416,47657256,954466304,55050240
1038417,47968904,954466304,53215232
1039417,47038984,954466304,57409536
1040417,52846640,954466304,60424192
1041417,51520280,954466304,57737216
1042417,53226680,954466304,69730304
1043417,48841080,954466304,80805888
1044417,58714184,954466304,77332480
1045417,51775312,954466304,73465856
1046417,56644592,954466304,69533696
1047417,62182160,954466304,65732608
1048417,50271856,954466304,62783488
1049417,51273616,954466304,59768832
1050417,45500072,954466304,57212928
1051417,49221616,954466304,54853632
1052417,53437992,954466304,54853632
1053417,50303544,954466304,60293120
1054417,47859288,954466304,57606144
1055418,46980632,954466304,55377920
1056418,52258664,954466304,53477376
1057418,58563680,954466304,60555264
1058418,47227592,954466304,58130432
1059418,50367576,954466304,55771136
1060418,44088096,954466304,56033280
1061418,49855464,954466304,58654720
1062418,45833168,954466304,56295424
1063418,44497952,954466304,56492032
1064418,45117000,954466304,54460416
1065418,46038624,954466304,52756480
1066418,47216088,954466304,51576832
1067418,56717128,954466304,63242240
1068418,46561248,954466304,60358656
1069418,56174960,954466304,57475072
1070418,53785304,954466304,55246848
1071418,49026784,954466304,57868288
1072419,48869280,954466304,55443456
1073419,53563576,954466304,61145088
1074419,57011184,954466304,58327040
1075419,48294296,954466304,61931520
1076419,44112648,954466304,59113472
1077419,44769648,954466304,56623104
1078419,44605304,954466304,54525952
